查询_8000C码率查询_20160325133831
测量类型:,码率级别 
查询时间:,2016-03-25 00:00:00 - 2016-03-26 00:00:00
制表人:,admin
制表时间:,2016-03-25 13:38:31
序号,开始时间,结束时间,查询粒度,网元位置,VOD用户数,VOD流量(kbps),TVOD用户数,TVOD流量(kbps),TSTV用户数,TSTV流量(kbps)
2637,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",197,408500,133,219536,37,102816
2638,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",230,471700,178,318920,38,107352
2639,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",2,9900,49,109240,22,59408
2640,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",6,22800,0,0,1,8176
2641,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",289,702000,169,306624,40,118528
2642,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",256,590900,143,232160,58,161440
2643,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",2,3400,68,165544,6,37248
2644,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",420,948300,244,447088,94,271336
2645,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",353,908700,171,352624,82,248056
2646,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"三期四期扩容,pdpop2-3",0,0,9,18000,0,0
2647,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",30,57200,17,27432,7,14976
2648,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",43,85200,40,74656,14,36256
2649,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",162,356300,172,309224,50,145176
2650,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",315,708300,243,434872,123,359784
2651,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",13,53100,43,236512,57,272120
2652,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",322,769400,227,402096,101,276816
2653,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",361,761400,222,444192,118,359480
2654,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",399,927200,285,517008,136,401112
2655,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",159,368400,97,174688,33,93704
2656,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",209,416400,98,171680,21,60888
2657,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",261,653900,133,272720,20,57536
2658,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",203,469300,153,279500,52,146500
2659,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",1,1600,43,72056,7,18696
2660,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-1",1,7900,2,3296,0,0
2661,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",337,808600,204,401544,83,259264
2662,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",403,843300,193,392296,78,232416
2663,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",322,719100,161,310760,65,189544
2664,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",327,778200,154,324888,69,217808
2665,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",3,11300,76,197056,22,81696
2666,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",221,517500,135,239768,39,108880
2667,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",220,540400,141,244096,42,134224
2668,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",339,790200,214,396368,101,311504
2669,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-4",501,1252200,361,651496,149,450536
2670,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",436,1061300,309,574616,146,452600
2671,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",312,883700,263,470800,85,258648
2672,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",0,0,0,0,31,86400
2673,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-1",87,234900,103,228672,40,117184
2674,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",16,38900,379,1184112,28,133904
2675,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",156,417500,147,285592,42,123416
2676,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-10",252,677800,164,325928,60,175952
2677,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",5,8200,2,3296,1,2888
2678,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",211,550200,185,362688,74,221512
2679,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-3",236,604900,239,472520,91,277312
2680,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-4",8,19500,0,0,0,0
2681,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-5",199,492800,172,322464,72,211864
2682,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",382,1076800,324,639800,131,394808
2683,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-7",241,626100,188,356376,71,223728
2684,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",185,487900,166,303904,66,204880
2685,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-9",253,684700,243,450632,69,220208
2686,2016-03-25 08:15:00,2016-03-25 08:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",6,22400,44,88864,12,50224
2687,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",311,702300,241,481144,132,406464
2688,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",403,973700,261,501352,167,464448
2689,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-1",66,179700,198,357256,0,0
2690,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",320,753900,291,534320,139,418840
2691,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-1",388,862500,294,554672,156,468936
2692,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",497,1164500,314,664784,215,648256
2693,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=cmpop4-1",261,597600,127,232984,83,226168
2694,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-1",494,982100,272,472960,160,421392
2695,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-qy",369,655800,100,179168,95,252624
2696,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",442,943600,329,688584,173,503800
2697,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",141,313500,162,320080,66,198992
2698,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",179,402300,131,261640,83,285800
2699,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",280,641500,330,641960,137,442064
2700,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",356,784800,300,548000,174,496672
2701,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-1",438,960100,272,505848,169,516112
2702,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-2",440,976600,324,606056,187,548360
2703,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",510,1181800,344,632888,119,350168
2704,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",573,1269900,344,616408,133,385096
2705,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",192,467200,99,188688,28,101400
2706,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",2,3400,71,125920,21,57568
2707,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop2-2",635,1520800,388,740888,171,488832
2708,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_1",450,933000,282,485824,101,309296
2709,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",3,11300,164,435904,23,80784
2710,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",308,735400,154,278368,92,277128
2711,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",413,904200,249,466320,98,293848
2712,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",526,1241600,299,572232,140,440216
2713,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",482,1109100,347,602128,151,415232
2714,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",96,218800,85,185896,21,70992
2715,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",335,717100,221,378584,38,117464
2716,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",192,406200,137,225776,36,99936
2717,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",238,479500,189,348856,39,110240
2718,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",2,9800,52,121896,23,68768
2719,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",7,18200,0,0,1,8176
2720,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",294,723100,180,324288,46,141008
2721,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",261,630700,144,234960,61,170080
2722,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",2,3400,72,177504,7,40112
2723,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",420,954300,239,438696,101,291528
2724,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",361,941200,182,370800,83,250856
2725,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"三期四期扩容,pdpop2-3",0,0,9,18000,0,0
2726,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",31,58900,15,24168,7,14976
2727,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",48,93800,38,64072,13,33400
2728,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",169,368200,177,331856,56,170656
2729,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",321,731000,268,485984,125,364288
2730,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",12,51400,46,260952,58,269704
2731,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",335,810400,232,399400,104,286688
2732,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",356,759500,248,498824,118,358256
2733,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",408,923300,307,552928,146,429696
2734,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",161,378200,105,187856,35,98256
2735,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",214,424900,108,186928,18,52256
2736,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",264,659900,144,299768,20,57544
2737,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",208,472000,159,282700,54,151500
2738,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",1,1600,48,80296,6,15840
2739,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-1",0,0,2,3296,0,0
2740,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",327,785100,225,437456,81,253504
2741,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",415,894900,214,415112,77,229552
2742,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",339,803800,161,298928,66,197792
2743,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",341,802000,167,334456,66,209152
2744,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",3,11300,94,234440,20,81304
2745,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",237,569400,139,259528,34,94576
2746,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",235,566500,132,226840,40,128584
2747,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",356,837800,231,433528,97,304992
2748,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-4",506,1254400,385,721792,158,475096
2749,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",446,1109500,316,581512,143,438744
2750,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",323,908400,283,510936,90,271808
2751,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",0,0,0,0,37,102368
2752,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-1",92,243500,107,235112,38,111440
2753,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",18,42200,426,1301848,30,140832
2754,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",168,456600,173,328624,45,132096
2755,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-10",270,727000,189,368536,54,158624
2756,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",5,14500,3,4944,1,2888
2757,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",213,560100,201,390304,71,212920
2758,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-3",248,643400,262,524608,99,301568
2759,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-4",6,16200,0,0,0,0
2760,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-5",209,515900,184,341560,66,192984
2761,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",399,1136900,348,684448,132,396496
2762,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-7",235,640400,198,370872,74,232320
2763,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",183,472100,182,334920,70,216504
2764,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-9",256,714300,269,506480,77,243264
2765,2016-03-25 08:30:00,2016-03-25 08:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",6,22400,48,98584,12,50224
2766,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",326,758700,278,542752,125,385280
2767,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",408,982200,288,557832,164,455688
2768,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-1",65,184800,209,374656,0,0
2769,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",332,779600,302,556040,132,400192
2770,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-1",418,957300,321,595088,157,471608
2771,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",518,1231100,332,690552,211,636560
2772,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=cmpop4-1",260,608600,130,241984,82,226984
2773,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-1",493,993000,272,475768,157,411536
2774,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-qy",377,675300,118,215312,98,260000
2775,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",460,968500,372,794968,168,482784
2776,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",155,343300,173,339680,62,187592
2777,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",191,441500,148,292208,81,280096
2778,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",292,686500,336,654088,135,452320
2779,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",367,827900,330,590224,169,482432
2780,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-1",457,998400,302,554128,161,491248
2781,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-2",440,970000,367,707472,187,549520
2782,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",531,1229900,351,644312,121,348096
2783,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",589,1315900,352,637024,135,392032
2784,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",192,480200,103,194056,27,98528
2785,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",2,3400,80,141944,20,54712
2786,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop2-2",668,1627000,392,737112,175,500224
2787,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_1",484,1009100,282,486288,97,288504
2788,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",3,11300,190,514664,18,61192
2789,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",323,754500,166,312168,87,264080
2790,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",416,922600,269,507064,97,283232
2791,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",544,1272600,318,590416,135,420448
2792,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",519,1209900,392,689688,149,408296
2793,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",97,220200,86,174416,22,73872
2794,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",343,730600,239,415832,39,119096
2795,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",200,407300,141,240200,36,98696
2796,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",251,514000,193,349960,41,121232
2797,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",0,0,57,114664,25,69160
2798,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",4,13200,1,1632,1,8176
2799,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",294,741200,189,345344,46,141000
2800,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",272,654900,171,287440,56,156992
2801,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",2,3400,76,185400,5,35600
2802,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",429,969200,251,467016,100,289984
2803,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",366,937500,206,422304,83,250920
2804,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"三期四期扩容,pdpop2-3",1,1700,13,26000,0,0
2805,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",34,64100,17,27368,7,14976
2806,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",54,110200,35,59208,15,37856
2807,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",167,364400,182,335064,54,159600
2808,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",314,713200,302,561520,117,341368
2809,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",13,46900,45,245104,57,252592
2810,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",346,847300,244,424568,108,298176
2811,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",380,818900,258,515376,113,343976
2812,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",423,961100,327,590992,155,453008
2813,2016-03-25 08:45:00,2016-03-25 09:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",167,388900,115,204344,32,89616
